building_name,building_id,category,level,wood,clay,iron,crop,total_resources,build_time,population,culture_points,effect_type,effect_value,effect_unit,effect_description
Wonder Of The World,g45,Infrastructure,5,74345,76965,80475,14715,246500,10740,5,0,,,,
Wonder Of The World,g45,Infrastructure,6,76390,79080,82690,15120,253280,11190,6,0,,,,
Wonder Of The World,g45,Infrastructure,7,78490,81255,84965,15535,260245,11650,7,0,,,,
Wonder Of The World,g45,Infrastructure,8,80650,83490,87300,15960,267400,12110,8,0,,,,
Wonder Of The World,g45,Infrastructure,9,82865,85785,89700,16400,274750,12580,9,0,,,,
Wonder Of The World,g45,Infrastructure,10,85145,88145,92165,16850,282305,13060,10,0,,,,
Wonder Of The World,g45,Infrastructure,11,87485,90570,94700,17315,290070,13540,12,0,,,,
Wonder Of The World,g45,Infrastructure,12,89895,93060,97305,17790,298050,14030,14,0,,,,
Wonder Of The World,g45,Infrastructure,13,92365,95620,99980,18280,306245,14530,16,0,,,,
Wonder Of The World,g45,Infrastructure,14,94905,98250,102730,18780,314665,15030,18,0,,,,
Wonder Of The World,g45,Infrastructure,15,97515,100950,105555,19300,323320,15540,20,0,,,,
Wonder Of The World,g45,Infrastructure,16,100195,103725,108460,19830,332210,16060,22,0,,,,
Wonder Of The World,g45,Infrastructure,17,102950,106580,111440,20375,341345,16580,24,0,,,,
Wonder Of The World,g45,Infrastructure,18,105785,109510,114505,20935,350735,17120,26,0,,,,
Wonder Of The World,g45,Infrastructure,19,108690,112520,117655,21510,360375,17650,28,0,,,,
Wonder Of The World,g45,Infrastructure,20,111680,115615,120890,22100,370285,18200,30,0,,,,
Wonder Of The World,g45,Infrastructure,21,114755,118795,124215,22710,380475,18760,33,0,,,,
Wonder Of The World,g45,Infrastructure,22,117910,122060,127630,23335,390935,19320,36,0,,,,
Wonder Of The World,g45,Infrastructure,23,121150,125420,131140,23975,401685,19890,39,0,,,,
Wonder Of The World,g45,Infrastructure,24,124480,128870,134745,24635,412730,20470,42,0,,,,
Wonder Of The World,g45,Infrastructure,25,127905,132410,138455,25315,424085,21050,45,0,,,,
Academy,g22,Infrastructure,1,220,160,90,40,510,2000,4,5,upgrade_speed_bonus,3,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,2,280,205,115,50,650,2620,6,6,upgrade_speed_bonus,6,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,3,360,260,145,65,830,3340,8,7,upgrade_speed_bonus,9,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,4,460,335,190,85,1070,4170,10,8,upgrade_speed_bonus,12,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,5,590,430,240,105,1365,5140,12,10,upgrade_speed_bonus,15,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,6,755,550,310,135,1750,6260,15,12,upgrade_speed_bonus,18,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,7,970,705,395,175,2245,7570,18,14,upgrade_speed_bonus,21,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,8,1240,900,505,225,2870,9080,21,17,upgrade_speed_bonus,24,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,9,1585,1155,650,290,3680,10830,24,21,upgrade_speed_bonus,27,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,10,2030,1475,830,370,4705,12860,27,25,upgrade_speed_bonus,30,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,11,2595,1890,1065,470,6020,15220,30,30,upgrade_speed_bonus,33,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,12,3325,2420,1360,605,7710,17950,33,36,upgrade_speed_bonus,36,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,13,4255,3095,1740,775,9865,21130,36,43,upgrade_speed_bonus,39,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,14,5445,3960,2230,990,12625,24810,39,51,upgrade_speed_bonus,42,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,15,6970,5070,2850,1270,16160,29080,42,62,upgrade_speed_bonus,45,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,16,8925,6490,3650,1625,20690,34030,46,74,upgrade_speed_bonus,48,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,17,11425,8310,4675,2075,26485,39770,50,89,upgrade_speed_bonus,51,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,18,14620,10635,5980,2660,33895,46440,54,106,upgrade_speed_bonus,54,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,19,18715,13610,7655,3405,43385,54170,58,128,upgrade_speed_bonus,57,percentage,Upgrade speed bonus
Academy,g22,Infrastructure,20,23955,17420,9800,4355,55530,63130,62,153,upgrade_speed_bonus,60,percentage,Upgrade speed bonus
Asclepeion,g42,Infrastructure,1,320,280,420,360,1380,3000,4,6,,,,
Asclepeion,g42,Infrastructure,2,410,360,540,460,1770,3780,6,7,,,,
Asclepeion,g42,Infrastructure,3,525,460,690,590,2265,4680,8,9,,,,
Asclepeion,g42,Infrastructure,4,670,585,880,755,2890,5730,10,10,,,,
Asclepeion,g42,Infrastructure,5,860,750,1125,965,3700,6950,12,12,,,,
Asclepeion,g42,Infrastructure,6,1100,960,1445,1235,4740,8360,15,15,,,,
Asclepeion,g42,Infrastructure,7,1405,1230,1845,1585,6065,10000,18,18,,,,
Asclepeion,g42,Infrastructure,8,1800,1575,2365,2025,7765,11900,21,21,,,,
Asclepeion,g42,Infrastructure,9,2305,2020,3025,2595,9945,14110,24,26,,,,
Asclepeion,g42,Infrastructure,10,2950,2585,3875,3320,12730,16660,27,31,,,,
Asclepeion,g42,Infrastructure,11,3780,3305,4960,4250,16295,19630,30,37,,,,
Asclepeion,g42,Infrastructure,12,4835,4230,6345,5440,20850,23070,33,45,,,,
Asclepeion,g42,Infrastructure,13,6190,5415,8125,6965,26695,27060,36,53,,,,
Asclepeion,g42,Infrastructure,14,7925,6930,10400,8915,34170,31690,39,64,,,,
Asclepeion,g42,Infrastructure,15,10140,8875,13310,11410,43735,37060,42,77,,,,
Asclepeion,g42,Infrastructure,16,12980,11360,17035,14605,55980,43290,46,92,,,,
Asclepeion,g42,Infrastructure,17,16615,14540,21810,18690,71655,50520,50,111,,,,
Asclepeion,g42,Infrastructure,18,21270,18610,27915,23925,91720,58900,54,133,,,,
Asclepeion,g42,Infrastructure,19,27225,23820,35730,30625,117400,68630,58,160,,,,
Asclepeion,g42,Infrastructure,20,34845,30490,45735,39200,150270,79910,62,192,,,,
Barracks,g19,Infrastructure,1,210,140,260,120,730,2000,4,1,training_time_reduction,0,percentage,Training time reduction
Barracks,g19,Infrastructure,2,270,180,335,155,940,2620,6,1,training_time_reduction,10,percentage,Training time reduction
Barracks,g19,Infrastructure,3,345,230,425,195,1195,3340,8,2,training_time_reduction,19,percentage,Training time reduction
Barracks,g19,Infrastructure,4,440,295,545,250,1530,4170,10,2,training_time_reduction,27.1,percentage,Training time reduction
Barracks,g19,Infrastructure,5,565,375,700,320,1960,5140,12,2,training_time_reduction,34.4,percentage,Training time reduction
Barracks,g19,Infrastructure,6,720,480,895,410,2505,6260,15,3,training_time_reduction,12,percentage,Training time reduction
Barracks,g19,Infrastructure,7,925,615,1145,530,3215,7570,18,4,training_time_reduction,14,percentage,Training time reduction
Barracks,g19,Infrastructure,8,1180,790,1465,675,4110,9080,21,4,training_time_reduction,16,percentage,Training time reduction
Barracks,g19,Infrastructure,9,1515,1010,1875,865,5265,10830,24,5,training_time_reduction,18,percentage,Training time reduction
Barracks,g19,Infrastructure,10,1935,1290,2400,1105,6730,12860,27,6,training_time_reduction,20,percentage,Training time reduction
Barracks,g19,Infrastructure,11,2480,1655,3070,1415,8620,15220,30,7,training_time_reduction,22,percentage,Training time reduction
Barracks,g19,Infrastructure,12,3175,2115,3930,1815,11035,17950,33,9,training_time_reduction,24,percentage,Training time reduction
Barracks,g19,Infrastructure,13,4060,2710,5030,2320,14120,21130,36,11,training_time_reduction,26,percentage,Training time reduction
Barracks,g19,Infrastructure,14,5200,3465,6435,2970,18070,24810,39,13,training_time_reduction,28,percentage,Training time reduction
Barracks,g19,Infrastructure,15,6655,4435,8240,3805,23135,29080,42,15,training_time_reduction,30,percentage,Training time reduction
Barracks,g19,Infrastructure,16,8520,5680,10545,4870,29615,34030,46,18,training_time_reduction,32,percentage,Training time reduction
Barracks,g19,Infrastructure,17,10905,7270,13500,6230,37905,39770,50,22,training_time_reduction,34,percentage,Training time reduction
Barracks,g19,Infrastructure,18,13955,9305,17280,7975,48515,46440,54,27,training_time_reduction,36,percentage,Training time reduction
Barracks,g19,Infrastructure,19,17865,11910,22120,10210,62105,54170,58,32,training_time_reduction,38,percentage,Training time reduction
Barracks,g19,Infrastructure,20,22865,15245,28310,13065,79485,63130,62,38,training_time_reduction,40,percentage,Training time reduction
Barricade,g50,Infrastructure,1,110,170,70,50,400,2000,0,1,,,,
Barricade,g50,Infrastructure,2,140,220,90,65,515,2620,0,1,,,,
Barricade,g50,Infrastructure,3,180,280,115,80,655,3340,0,2,,,,
Barricade,g50,Infrastructure,4,230,355,145,105,835,4170,0,2,,,,
Barricade,g50,Infrastructure,5,295,455,190,135,1075,5140,0,2,,,,
Barricade,g50,Infrastructure,6,380,585,240,170,1375,6260,1,3,,,,
Barricade,g50,Infrastructure,7,485,750,310,220,1765,7570,2,4,,,,
Barricade,g50,Infrastructure,8,620,955,395,280,2250,9080,3,4,,,,
Barricade,g50,Infrastructure,9,795,1225,505,360,2885,10830,4,5,,,,
Barricade,g50,Infrastructure,10,1015,1570,645,460,3690,12860,5,6,,,,
Barricade,g50,Infrastructure,11,1300,2005,825,590,4720,15220,6,7,,,,
Barricade,g50,Infrastructure,12,1660,2570,1060,755,6045,17950,7,9,,,,
Barricade,g50,Infrastructure,13,2130,3290,1355,965,7740,21130,8,11,,,,
Barricade,g50,Infrastructure,14,2725,4210,1735,1240,9910,24810,9,13,,,,
Barricade,g50,Infrastructure,15,3485,5390,2220,1585,12680,29080,10,15,,,,
Barricade,g50,Infrastructure,16,4460,6895,2840,2030,16225,34030,12,18,,,,
Barricade,g50,Infrastructure,17,5710,8825,3635,2595,20765,39770,14,22,,,,
Barricade,g50,Infrastructure,18,7310,11300,4650,3325,26585,46440,16,27,,,,
Barricade,g50,Infrastructure,19,9360,14460,5955,4255,34030,54170,18,32,,,,
Barricade,g50,Infrastructure,20,11980,18510,7620,5445,43555,63130,20,38,,,,
City Wall,g31,Infrastructure,1,70,90,170,70,400,2000,0,1,defensive_bonus,5,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,2,90,115,220,90,515,2620,0,1,defensive_bonus,10,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,3,115,145,280,115,655,3340,0,2,defensive_bonus,15,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,4,145,190,355,145,835,4170,0,2,defensive_bonus,20,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,5,190,240,455,190,1075,5140,0,2,defensive_bonus,25,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,6,240,310,585,240,1375,6260,1,3,defensive_bonus,30,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,7,310,395,750,310,1765,7570,2,4,defensive_bonus,35,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,8,395,505,955,395,2250,9080,3,4,defensive_bonus,40,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,9,505,650,1225,505,2885,10830,4,5,defensive_bonus,45,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,10,645,830,1570,645,3690,12860,5,6,defensive_bonus,50,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,11,825,1065,2005,825,4720,15220,6,7,defensive_bonus,55,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,12,1060,1360,2570,1060,6050,17950,7,9,defensive_bonus,60,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,13,1355,1740,3290,1355,7740,21130,8,11,defensive_bonus,65,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,14,1735,2230,4210,1735,9910,24810,9,13,defensive_bonus,70,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,15,2220,2850,5390,2220,12680,29080,10,15,defensive_bonus,75,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,16,2840,3650,6895,2840,16225,34030,12,18,defensive_bonus,80,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,17,3635,4675,8825,3635,20770,39770,14,22,defensive_bonus,85,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,18,4650,5980,11300,4650,26580,46440,16,27,defensive_bonus,90,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,19,5955,7655,14460,5955,34025,54170,18,32,defensive_bonus,95,percentage,Defensive strength bonus
City Wall,g31,Infrastructure,20,7620,9800,18510,7620,43550,63130,20,38,defensive_bonus,100,percentage,Defensive strength bonus
Defensive Wall,g49,Infrastructure,1,160,100,80,60,400,2000,0,1,,,,
Defensive Wall,g49,Infrastructure,2,205,130,100,75,510,2620,0,1,,,,
Defensive Wall,g49,Infrastructure,3,260,165,130,100,655,3340,0,2,,,,
Defensive Wall,g49,Infrastructure,4,335,210,170,125,840,4170,0,2,,,,
Defensive Wall,g49,Infrastructure,5,430,270,215,160,1075,5140,0,2,,,,
Defensive Wall,g49,Infrastructure,6,550,345,275,205,1375,6260,1,3,,,,
Defensive Wall,g49,Infrastructure,7,705,440,350,265,1760,7570,2,4,,,,
Defensive Wall,g49,Infrastructure,8,900,565,450,340,2255,9080,3,4,,,,
Defensive Wall,g49,Infrastructure,9,1155,720,575,430,2880,10830,4,5,,,,
Defensive Wall,g49,Infrastructure,10,1475,920,740,555,3690,12860,5,6,,,,
Defensive Wall,g49,Infrastructure,11,1890,1180,945,710,4725,15220,6,7,,,,
Defensive Wall,g49,Infrastructure,12,2420,1510,1210,905,6045,17950,7,9,,,,
Defensive Wall,g49,Infrastructure,13,3095,1935,1545,1160,7735,21130,8,11,,,,
Defensive Wall,g49,Infrastructure,14,3960,2475,1980,1485,9900,24810,9,13,,,,
Defensive Wall,g49,Infrastructure,15,5070,3170,2535,1900,12675,29080,10,15,,,,
Defensive Wall,g49,Infrastructure,16,6490,4055,3245,2435,16225,34030,12,18,,,,
Defensive Wall,g49,Infrastructure,17,8310,5190,4155,3115,20770,39770,14,22,,,,
Defensive Wall,g49,Infrastructure,18,10635,6645,5315,3990,26585,46440,16,27,,,,
Defensive Wall,g49,Infrastructure,19,13610,8505,6805,5105,34025,54170,18,32,,,,
Defensive Wall,g49,Infrastructure,20,17420,10890,8710,6535,43555,63130,20,38,,,,
Earth Wall,g32,Infrastructure,1,120,200,0,80,400,2000,0,1,defensive_bonus,5,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,2,155,255,0,100,510,2620,0,1,defensive_bonus,10,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,3,195,330,0,130,655,3340,0,2,defensive_bonus,15,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,4,250,420,0,170,840,4170,0,2,defensive_bonus,20,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,5,320,535,0,215,1070,5140,0,2,defensive_bonus,25,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,6,410,685,0,275,1370,6260,1,3,defensive_bonus,30,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,7,530,880,0,350,1760,7570,2,4,defensive_bonus,35,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,8,675,1125,0,450,2250,9080,3,4,defensive_bonus,40,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,9,865,1440,0,575,2880,10830,4,5,defensive_bonus,45,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,10,1105,1845,0,740,3690,12860,5,6,defensive_bonus,50,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,11,1415,2360,0,945,4720,15220,6,7,defensive_bonus,55,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,12,1815,3020,0,1210,6045,17950,7,9,defensive_bonus,60,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,13,2320,3870,0,1545,7735,21130,8,11,defensive_bonus,65,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,14,2970,4950,0,1980,9900,24810,9,13,defensive_bonus,70,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,15,3805,6340,0,2535,12680,29080,10,15,defensive_bonus,75,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,16,4870,8115,0,3245,16230,34030,12,18,defensive_bonus,80,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,17,6230,10385,0,4155,20770,39770,14,22,defensive_bonus,85,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,18,7975,13290,0,5315,26580,46440,16,27,defensive_bonus,90,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,19,10210,17015,0,6805,34030,54170,18,32,defensive_bonus,95,percentage,Defensive strength bonus
Earth Wall,g32,Infrastructure,20,13065,21780,0,8710,43555,63130,20,38,defensive_bonus,100,percentage,Defensive strength bonus
Great Barracks,g29,Infrastructure,1,630,420,780,360,2190,2000,4,1,training_time_reduction,2,percentage,Training time reduction
Great Barracks,g29,Infrastructure,2,805,540,1000,460,2805,2620,6,1,training_time_reduction,4,percentage,Training time reduction
Great Barracks,g29,Infrastructure,3,1030,690,1280,590,3590,3340,8,2,training_time_reduction,6,percentage,Training time reduction
Great Barracks,g29,Infrastructure,4,1320,880,1635,755,4590,4170,10,2,training_time_reduction,8,percentage,Training time reduction
Great Barracks,g29,Infrastructure,5,1690,1125,2095,965,5875,5140,12,2,training_time_reduction,10,percentage,Training time reduction
Great Barracks,g29,Infrastructure,6,2165,1445,2680,1235,7525,6260,15,3,training_time_reduction,12,percentage,Training time reduction
Great Barracks,g29,Infrastructure,7,2770,1845,3430,1585,9630,7570,18,4,training_time_reduction,14,percentage,Training time reduction
Great Barracks,g29,Infrastructure,8,3545,2365,4390,2025,12325,9080,21,4,training_time_reduction,16,percentage,Training time reduction
Great Barracks,g29,Infrastructure,9,4540,3025,5620,2595,15780,10830,24,5,training_time_reduction,18,percentage,Training time reduction
Great Barracks,g29,Infrastructure,10,5810,3875,7195,3320,20200,12860,27,6,training_time_reduction,20,percentage,Training time reduction
Great Barracks,g29,Infrastructure,11,7440,4960,9210,4250,25860,15220,30,7,training_time_reduction,22,percentage,Training time reduction
Great Barracks,g29,Infrastructure,12,9520,6345,11785,5440,33090,17950,33,9,training_time_reduction,24,percentage,Training time reduction
Great Barracks,g29,Infrastructure,13,12185,8125,15085,6965,42360,21130,36,11,training_time_reduction,26,percentage,Training time reduction
Great Barracks,g29,Infrastructure,14,15600,10400,19310,8915,54225,24810,39,13,training_time_reduction,28,percentage,Training time reduction
Great Barracks,g29,Infrastructure,15,19965,13310,24720,11410,69405,29080,42,15,training_time_reduction,30,percentage,Training time reduction
Great Barracks,g29,Infrastructure,16,25555,17035,31640,14605,88835,34030,46,18,training_time_reduction,32,percentage,Training time reduction
Great Barracks,g29,Infrastructure,17,32710,21810,40500,18690,113710,39770,50,22,training_time_reduction,34,percentage,Training time reduction
Great Barracks,g29,Infrastructure,18,41870,27915,51840,23925,145550,46440,54,27,training_time_reduction,36,percentage,Training time reduction
Great Barracks,g29,Infrastructure,19,53595,35730,66355,30625,186305,54170,58,32,training_time_reduction,38,percentage,Training time reduction
Great Barracks,g29,Infrastructure,20,68600,45735,84935,39200,238470,63130,62,38,training_time_reduction,40,percentage,Training time reduction
Great Stable,g30,Infrastructure,1,780,420,660,300,2160,2200,5,2,training_time_reduction,2,percentage,Training time reduction
Great Stable,g30,Infrastructure,2,1000,540,845,385,2770,2850,8,3,training_time_reduction,4,percentage,Training time reduction
Great Stable,g30,Infrastructure,3,1280,690,1080,490,3540,3610,11,3,training_time_reduction,6,percentage,Training time reduction
Great Stable,g30,Infrastructure,4,1635,880,1385,630,4530,4490,14,4,training_time_reduction,8,percentage,Training time reduction
Great Stable,g30,Infrastructure,5,2095,1125,1770,805,5795,5500,17,5,training_time_reduction,10,percentage,Training time reduction
Great Stable,g30,Infrastructure,6,2680,1445,2270,1030,7425,6680,20,6,training_time_reduction,12,percentage,Training time reduction
Great Stable,g30,Infrastructure,7,3430,1845,2905,1320,9500,8050,23,7,training_time_reduction,14,percentage,Training time reduction
Great Stable,g30,Infrastructure,8,4390,2365,3715,1690,12160,9640,26,9,training_time_reduction,16,percentage,Training time reduction
Great Stable,g30,Infrastructure,9,5620,3025,4755,2160,15560,11480,29,10,training_time_reduction,18,percentage,Training time reduction
Great Stable,g30,Infrastructure,10,7195,3875,6085,2765,19920,13620,32,12,training_time_reduction,20,percentage,Training time reduction
Great Stable,g30,Infrastructure,11,9210,4960,7790,3540,25500,16100,36,15,training_time_reduction,22,percentage,Training time reduction
Great Stable,g30,Infrastructure,12,11785,6345,9975,4535,32640,18980,40,18,training_time_reduction,24,percentage,Training time reduction
Great Stable,g30,Infrastructure,13,15085,8125,12765,5805,41780,22310,44,21,training_time_reduction,26,percentage,Training time reduction
Great Stable,g30,Infrastructure,14,19310,10400,16340,7430,53480,26180,48,26,training_time_reduction,28,percentage,Training time reduction
Great Stable,g30,Infrastructure,15,24720,13310,20915,9505,68450,30670,52,31,training_time_reduction,30,percentage,Training time reduction
Great Stable,g30,Infrastructure,16,31640,17035,26775,12170,87620,35880,56,37,training_time_reduction,32,percentage,Training time reduction
Great Stable,g30,Infrastructure,17,40500,21810,34270,15575,112155,41920,60,44,training_time_reduction,34,percentage,Training time reduction
Great Stable,g30,Infrastructure,18,51840,27915,43865,19940,143560,48930,64,53,training_time_reduction,36,percentage,Training time reduction
Great Stable,g30,Infrastructure,19,66355,35730,56145,25520,183750,57060,68,64,training_time_reduction,38,percentage,Training time reduction
Great Stable,g30,Infrastructure,20,84935,45735,71870,32665,235205,66490,72,77,training_time_reduction,40,percentage,Training time reduction
Hero's Mansion,g37,Infrastructure,1,700,670,700,240,2310,2300,2,1,offensive_bonus,3,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,2,930,890,930,320,3070,2670,3,1,offensive_bonus,6,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,3,1240,1185,1240,425,4090,3090,4,2,offensive_bonus,9,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,4,1645,1575,1645,565,5430,3590,5,2,offensive_bonus,12,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,5,2190,2095,2190,750,7225,4160,6,2,offensive_bonus,15,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,6,2915,2790,2915,1000,9620,4830,8,3,offensive_bonus,18,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,7,3875,3710,3875,1330,12790,5600,10,4,offensive_bonus,21,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,8,5155,4930,5155,1765,17005,6500,12,4,offensive_bonus,24,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,9,6855,6560,6855,2350,22620,7540,14,5,offensive_bonus,27,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,10,9115,8725,9115,3125,30080,8750,16,6,offensive_bonus,30,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,11,12125,11605,12125,4155,40010,10150,18,7,offensive_bonus,33,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,12,16125,15435,16125,5530,53215,11770,20,9,offensive_bonus,36,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,13,21445,20525,21445,7350,70765,13650,22,11,offensive_bonus,39,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,14,28520,27300,28520,9780,94120,15840,24,13,offensive_bonus,42,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,15,37935,36310,37935,13005,125185,18370,26,15,offensive_bonus,45,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,16,50450,48290,50450,17300,166490,21310,29,18,offensive_bonus,48,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,17,67100,64225,67100,23005,221430,24720,32,22,offensive_bonus,51,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,18,89245,85420,89245,30600,294510,28680,35,27,offensive_bonus,54,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,19,118695,113605,118695,40695,391690,33260,38,32,offensive_bonus,57,percentage,Offensive strength bonus
Hero's Mansion,g37,Infrastructure,20,157865,151095,157865,54125,520950,38590,41,38,offensive_bonus,60,percentage,Offensive strength bonus
Hospital,g41,Infrastructure,1,320,280,420,360,1380,3000,4,5,,,,
Hospital,g41,Infrastructure,2,410,360,540,460,1770,3780,6,6,,,,
Hospital,g41,Infrastructure,3,525,460,690,590,2265,4680,8,7,,,,
Hospital,g41,Infrastructure,4,670,585,880,755,2890,5730,10,8,,,,
Hospital,g41,Infrastructure,5,860,750,1125,965,3700,6950,12,10,,,,
Hospital,g41,Infrastructure,6,1100,960,1445,1235,4740,8360,15,12,,,,
Hospital,g41,Infrastructure,7,1405,1230,1845,1585,6065,10000,18,14,,,,
Hospital,g41,Infrastructure,8,1800,1575,2365,2025,7765,11900,21,17,,,,
Hospital,g41,Infrastructure,9,2305,2020,3025,2595,9945,14110,24,21,,,,
Hospital,g41,Infrastructure,10,2950,2585,3875,3320,12730,16660,27,25,,,,
Hospital,g41,Infrastructure,11,3780,3305,4960,4250,16295,19630,30,30,,,,
Hospital,g41,Infrastructure,12,4835,4230,6345,5440,20850,23070,33,36,,,,
Hospital,g41,Infrastructure,13,6190,5415,8125,6965,26695,27060,36,43,,,,
Hospital,g41,Infrastructure,14,7925,6930,10400,8915,34170,31690,39,51,,,,
Hospital,g41,Infrastructure,15,10140,8875,13310,11410,43735,37060,42,62,,,,
Hospital,g41,Infrastructure,16,12980,11360,17035,14605,55980,43290,46,74,,,,
Hospital,g41,Infrastructure,17,16615,14540,21810,18690,71655,50520,50,89,,,,
Hospital,g41,Infrastructure,18,21270,18610,27915,23925,91720,58900,54,106,,,,
Hospital,g41,Infrastructure,19,27225,23820,35730,30625,117400,68630,58,128,,,,
Hospital,g41,Infrastructure,20,34845,30490,45735,39200,150270,79910,62,153,,,,
Makeshift Wall,g48,Infrastructure,1,50,80,40,30,200,2000,0,1,,,,
Makeshift Wall,g48,Infrastructure,2,65,100,50,40,255,2620,0,1,,,,
Makeshift Wall,g48,Infrastructure,3,80,130,65,50,325,3340,0,2,,,,
Makeshift Wall,g48,Infrastructure,4,105,170,85,65,425,4170,0,2,,,,
Makeshift Wall,g48,Infrastructure,5,135,215,105,80,535,5140,0,2,,,,
Makeshift Wall,g48,Infrastructure,6,170,275,135,105,685,6260,1,3,,,,
Makeshift Wall,g48,Infrastructure,7,220,350,175,130,875,7570,2,4,,,,
Makeshift Wall,g48,Infrastructure,8,280,450,225,170,1125,9080,3,4,,,,
Makeshift Wall,g48,Infrastructure,9,360,575,290,215,1440,10830,4,5,,,,
Makeshift Wall,g48,Infrastructure,10,460,740,370,275,1845,12860,5,6,,,,
Makeshift Wall,g48,Infrastructure,11,590,945,470,355,2360,15220,6,7,,,,
Makeshift Wall,g48,Infrastructure,12,755,1210,605,455,3025,17950,7,9,,,,
Makeshift Wall,g48,Infrastructure,13,965,1545,775,580,3865,21130,8,11,,,,
Makeshift Wall,g48,Infrastructure,14,1240,1980,990,745,4955,24810,9,13,,,,
Makeshift Wall,g48,Infrastructure,15,1585,2535,1270,950,6340,29080,10,15,,,,
Makeshift Wall,g48,Infrastructure,16,2030,3245,1625,1215,8115,34030,12,18,,,,
Makeshift Wall,g48,Infrastructure,17,2595,4155,2075,1560,10385,39770,14,22,,,,
Makeshift Wall,g48,Infrastructure,18,3325,5315,2660,1995,13295,46440,16,27,,,,
Makeshift Wall,g48,Infrastructure,19,4255,6805,3405,2550,17015,54170,18,32,,,,
